movie_id,title,release_date,budget,revenue,genres,vote_average,vote_count,country,imdb_id,metacritic_score
10193,Toy Story 3,2010-06-16,200000000,1066969703,Comedy,7.792,13437,['United States of America'],tt0435761,92
1422,The Departed,2006-10-04,90000000,291465000,Drama,8.165,13398,"['Hong Kong', 'United States of America']",tt0407887,85
1422,The Departed,2006-10-04,90000000,291465000,Thriller,8.165,13398,"['Hong Kong', 'United States of America']",tt0407887,85
1422,The Departed,2006-10-04,90000000,291465000,Crime,8.165,13398,"['Hong Kong', 'United States of America']",tt0407887,85
120467,The Grand Budapest Hotel,2014-02-26,30000000,174600318,Comedy,8.055,13378,"['Germany', 'United States of America']",tt2278388,88
120467,The Grand Budapest Hotel,2014-02-26,30000000,174600318,Drama,8.055,13378,"['Germany', 'United States of America']",tt2278388,88
38,Eternal Sunshine of the Spotless Mind,2004-03-19,20000000,72258126,Science Fiction,8.1,13351,['United States of America'],tt0338013,89
38,Eternal Sunshine of the Spotless Mind,2004-03-19,20000000,72258126,Drama,8.1,13351,['United States of America'],tt0338013,89
38,Eternal Sunshine of the Spotless Mind,2004-03-19,20000000,72258126,Romance,8.1,13351,['United States of America'],tt0338013,89
77,Memento,2000-10-11,9000000,39723096,Mystery,8.19,13277,['United States of America'],tt0209144,81
77,Memento,2000-10-11,9000000,39723096,Thriller,8.19,13277,['United States of America'],tt0209144,81
44214,Black Swan,2010-12-03,13000000,329398046,Drama,7.665,13237,['United States of America'],tt0947798,79
44214,Black Swan,2010-12-03,13000000,329398046,Thriller,7.665,13237,['United States of America'],tt0947798,79
44214,Black Swan,2010-12-03,13000000,329398046,Horror,7.665,13237,['United States of America'],tt0947798,79
101,Léon: The Professional,1994-09-14,16000000,45284974,Crime,8.321,13228,"['United States of America', 'France']",tt0110413,64
101,Léon: The Professional,1994-09-14,16000000,45284974,Drama,8.321,13228,"['United States of America', 'France']",tt0110413,64
101,Léon: The Professional,1994-09-14,16000000,45284974,Action,8.321,13228,"['United States of America', 'France']",tt0110413,64
752,V for Vendetta,2006-02-23,54000000,132511035,Action,7.898,13215,"['Germany', 'United Kingdom', 'United States of America']",tt0434409,62
752,V for Vendetta,2006-02-23,54000000,132511035,Thriller,7.898,13215,"['Germany', 'United Kingdom', 'United States of America']",tt0434409,62
752,V for Vendetta,2006-02-23,54000000,132511035,Science Fiction,7.898,13215,"['Germany', 'United Kingdom', 'United States of America']",tt0434409,62
1893,Star Wars: Episode I - The Phantom Menace,1999-05-19,115000000,924317558,Adventure,6.528,13189,['United States of America'],tt0120915,51
1893,Star Wars: Episode I - The Phantom Menace,1999-05-19,115000000,924317558,Action,6.528,13189,['United States of America'],tt0120915,51
1893,Star Wars: Episode I - The Phantom Menace,1999-05-19,115000000,924317558,Science Fiction,6.528,13189,['United States of America'],tt0120915,51
152601,Her,2013-12-18,23000000,47351251,Romance,7.863,13100,['United States of America'],tt1798709,91
152601,Her,2013-12-18,23000000,47351251,Science Fiction,7.863,13100,['United States of America'],tt1798709,91
152601,Her,2013-12-18,23000000,47351251,Drama,7.863,13100,['United States of America'],tt1798709,91
285,Pirates of the Caribbean: At World's End,2007-05-19,300000000,961000000,Adventure,7.238,13000,['United States of America'],tt0449088,50
285,Pirates of the Caribbean: At World's End,2007-05-19,300000000,961000000,Fantasy,7.238,13000,['United States of America'],tt0449088,50
285,Pirates of the Caribbean: At World's End,2007-05-19,300000000,961000000,Action,7.238,13000,['United States of America'],tt0449088,50
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,250000000,956019788,Action,7.314,12981,"['New Zealand', 'United States of America']",tt2310332,59
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,250000000,956019788,Adventure,7.314,12981,"['New Zealand', 'United States of America']",tt2310332,59
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,250000000,956019788,Fantasy,7.314,12981,"['New Zealand', 'United States of America']",tt2310332,59
273248,The Hateful Eight,2015-12-25,44000000,155760117,Drama,7.744,12965,['United States of America'],tt3460252,68
273248,The Hateful Eight,2015-12-25,44000000,155760117,Mystery,7.744,12965,['United States of America'],tt3460252,68
273248,The Hateful Eight,2015-12-25,44000000,155760117,Western,7.744,12965,['United States of America'],tt3460252,68
500,Reservoir Dogs,1992-09-02,1200000,2859750,Crime,8.141,12934,['United States of America'],tt0105236,81
500,Reservoir Dogs,1992-09-02,1200000,2859750,Thriller,8.141,12934,['United States of America'],tt0105236,81
10528,Sherlock Holmes,2009-12-23,90000000,524028679,Action,7.2,12917,"['Australia', 'Germany', 'United Kingdom', 'United States of America']",tt0988045,57
10528,Sherlock Holmes,2009-12-23,90000000,524028679,Adventure,7.2,12917,"['Australia', 'Germany', 'United Kingdom', 'United States of America']",tt0988045,57
10528,Sherlock Holmes,2009-12-23,90000000,524028679,Crime,7.2,12917,"['Australia', 'Germany', 'United Kingdom', 'United States of America']",tt0988045,57
10528,Sherlock Holmes,2009-12-23,90000000,524028679,Mystery,7.2,12917,"['Australia', 'Germany', 'United Kingdom', 'United States of America']",tt0988045,57
12155,Alice in Wonderland,2010-03-03,200000000,1025467110,Family,6.619,12865,['United States of America'],tt1014759,53
12155,Alice in Wonderland,2010-03-03,200000000,1025467110,Fantasy,6.619,12865,['United States of America'],tt1014759,53
12155,Alice in Wonderland,2010-03-03,200000000,1025467110,Adventure,6.619,12865,['United States of America'],tt1014759,53
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-14,379000000,1045713802,Adventure,6.532,12821,"['United Kingdom', 'United States of America']",tt1298650,45
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-14,379000000,1045713802,Action,6.532,12821,"['United Kingdom', 'United States of America']",tt1298650,45
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-14,379000000,1045713802,Fantasy,6.532,12821,"['United Kingdom', 'United States of America']",tt1298650,45
348,Alien,1979-05-25,11000000,104931801,Horror,8.142,12774,"['United States of America', 'United Kingdom']",tt0078748,89
348,Alien,1979-05-25,11000000,104931801,Science Fiction,8.142,12774,"['United States of America', 'United Kingdom']",tt0078748,89
447332,A Quiet Place,2018-04-03,17000000,341000000,Horror,7.398,12716,['United States of America'],tt6644200,82
447332,A Quiet Place,2018-04-03,17000000,341000000,Drama,7.398,12716,['United States of America'],tt6644200,82
447332,A Quiet Place,2018-04-03,17000000,341000000,Science Fiction,7.398,12716,['United States of America'],tt6644200,82
324857,Spider-Man: Into the Spider-Verse,2018-12-14,90000000,375464627,Action,8.406,12713,['United States of America'],tt4633694,87
324857,Spider-Man: Into the Spider-Verse,2018-12-14,90000000,375464627,Adventure,8.406,12713,['United States of America'],tt4633694,87
324857,Spider-Man: Into the Spider-Verse,2018-12-14,90000000,375464627,Animation,8.406,12713,['United States of America'],tt4633694,87
324857,Spider-Man: Into the Spider-Verse,2018-12-14,90000000,375464627,Science Fiction,8.406,12713,['United States of America'],tt4633694,87
559,Spider-Man 3,2007-05-01,258000000,890871626,Fantasy,6.386,12681,['United States of America'],tt0413300,59
559,Spider-Man 3,2007-05-01,258000000,890871626,Action,6.386,12681,['United States of America'],tt0413300,59
559,Spider-Man 3,2007-05-01,258000000,890871626,Adventure,6.386,12681,['United States of America'],tt0413300,59
297802,Aquaman,2018-12-07,160000000,1148528393,Action,6.9,12620,['United States of America'],tt1477834,55
297802,Aquaman,2018-12-07,160000000,1148528393,Adventure,6.9,12620,['United States of America'],tt1477834,55
297802,Aquaman,2018-12-07,160000000,1148528393,Fantasy,6.9,12620,['United States of America'],tt1477834,55
393,Kill Bill: Vol. 2,2004-04-16,30000000,152159461,Action,7.877,12603,['United States of America'],tt0378194,83
393,Kill Bill: Vol. 2,2004-04-16,30000000,152159461,Crime,7.877,12603,['United States of America'],tt0378194,83
393,Kill Bill: Vol. 2,2004-04-16,30000000,152159461,Thriller,7.877,12603,['United States of America'],tt0378194,83
920,Cars,2006-06-08,120000000,461983149,Animation,6.92,12572,['United States of America'],tt0317219,73
920,Cars,2006-06-08,120000000,461983149,Adventure,6.92,12572,['United States of America'],tt0317219,73
920,Cars,2006-06-08,120000000,461983149,Comedy,6.92,12572,['United States of America'],tt0317219,73
920,Cars,2006-06-08,120000000,461983149,Family,6.92,12572,['United States of America'],tt0317219,73
863,Toy Story 2,1999-10-30,90000000,497366869,Animation,7.586,12552,['United States of America'],tt0120363,88
863,Toy Story 2,1999-10-30,90000000,497366869,Comedy,7.586,12552,['United States of America'],tt0120363,88
863,Toy Story 2,1999-10-30,90000000,497366869,Family,7.586,12552,['United States of America'],tt0120363,88
1271,300,2007-03-07,65000000,456082343,Action,7.171,12524,"['Bulgaria', 'Canada', 'United States of America']",tt0416449,52
1271,300,2007-03-07,65000000,456082343,Adventure,7.171,12524,"['Bulgaria', 'Canada', 'United States of America']",tt0416449,52
1271,300,2007-03-07,65000000,456082343,War,7.171,12524,"['Bulgaria', 'Canada', 'United States of America']",tt0416449,52
353486,Jumanji: Welcome to the Jungle,2017-12-09,90000000,995339117,Adventure,6.823,12498,['United States of America'],tt2283362,58
353486,Jumanji: Welcome to the Jungle,2017-12-09,90000000,995339117,Action,6.823,12498,['United States of America'],tt2283362,58
353486,Jumanji: Welcome to the Jungle,2017-12-09,90000000,995339117,Comedy,6.823,12498,['United States of America'],tt2283362,58
353486,Jumanji: Welcome to the Jungle,2017-12-09,90000000,995339117,Fantasy,6.823,12498,['United States of America'],tt2283362,58
607,Men in Black,1997-07-02,90000000,589390539,Action,7.18,12482,['United States of America'],tt0119654,71
607,Men in Black,1997-07-02,90000000,589390539,Adventure,7.18,12482,['United States of America'],tt0119654,71
607,Men in Black,1997-07-02,90000000,589390539,Comedy,7.18,12482,['United States of America'],tt0119654,71
607,Men in Black,1997-07-02,90000000,589390539,Science Fiction,7.18,12482,['United States of America'],tt0119654,71
137113,Edge of Tomorrow,2014-05-27,178000000,370541256,Action,7.6,12478,['United States of America'],tt1631867,71
137113,Edge of Tomorrow,2014-05-27,178000000,370541256,Science Fiction,7.6,12478,['United States of America'],tt1631867,71
1895,Star Wars: Episode III - Revenge of the Sith,2005-05-17,113000000,850000000,Adventure,7.406,12405,['United States of America'],tt0121766,68
1895,Star Wars: Episode III - Revenge of the Sith,2005-05-17,113000000,850000000,Action,7.406,12405,['United States of America'],tt0121766,68
1895,Star Wars: Episode III - Revenge of the Sith,2005-05-17,113000000,850000000,Science Fiction,7.406,12405,['United States of America'],tt0121766,68
78,Blade Runner,1982-06-25,28000000,41722424,Science Fiction,7.934,12396,"['United States of America', 'Hong Kong', 'United Kingdom']",tt0083658,84
78,Blade Runner,1982-06-25,28000000,41722424,Drama,7.934,12396,"['United States of America', 'Hong Kong', 'United Kingdom']",tt0083658,84
78,Blade Runner,1982-06-25,28000000,41722424,Thriller,7.934,12396,"['United States of America', 'Hong Kong', 'United Kingdom']",tt0083658,84
8966,Twilight,2008-11-20,37000000,393616788,Fantasy,6.294,12383,['United States of America'],tt1099212,56
8966,Twilight,2008-11-20,37000000,393616788,Drama,6.294,12383,['United States of America'],tt1099212,56
8966,Twilight,2008-11-20,37000000,393616788,Romance,6.294,12383,['United States of America'],tt1099212,56
62177,Brave,2012-06-21,185000000,538983207,Animation,7.009,12319,['United States of America'],tt1217209,69
62177,Brave,2012-06-21,185000000,538983207,Adventure,7.009,12319,['United States of America'],tt1217209,69
62177,Brave,2012-06-21,185000000,538983207,Comedy,7.009,12319,['United States of America'],tt1217209,69
62177,Brave,2012-06-21,185000000,538983207,Family,7.009,12319,['United States of America'],tt1217209,69
62177,Brave,2012-06-21,185000000,538983207,Action,7.009,12319,['United States of America'],tt1217209,69
62177,Brave,2012-06-21,185000000,538983207,Fantasy,7.009,12319,['United States of America'],tt1217209,69
102651,Maleficent,2014-05-28,180000000,758539785,Fantasy,7.09,12250,['United States of America'],tt1587310,56
102651,Maleficent,2014-05-28,180000000,758539785,Adventure,7.09,12250,['United States of America'],tt1587310,56
102651,Maleficent,2014-05-28,180000000,758539785,Action,7.09,12250,['United States of America'],tt1587310,56
102651,Maleficent,2014-05-28,180000000,758539785,Family,7.09,12250,['United States of America'],tt1587310,56
102651,Maleficent,2014-05-28,180000000,758539785,Romance,7.09,12250,['United States of America'],tt1587310,56
324786,Hacksaw Ridge,2016-10-07,40000000,175302354,Drama,8.192,12238,"['Australia', 'China', 'United Kingdom', 'United States of America']",tt2119532,71
324786,Hacksaw Ridge,2016-10-07,40000000,175302354,History,8.192,12238,"['Australia', 'China', 'United Kingdom', 'United States of America']",tt2119532,71
324786,Hacksaw Ridge,2016-10-07,40000000,175302354,War,8.192,12238,"['Australia', 'China', 'United Kingdom', 'United States of America']",tt2119532,71
87827,Life of Pi,2012-11-20,120000000,609016565,Adventure,7.396,12197,"['Canada', 'Taiwan', 'United Kingdom', 'United States of America']",tt0454876,79
87827,Life of Pi,2012-11-20,120000000,609016565,Drama,7.396,12197,"['Canada', 'Taiwan', 'United Kingdom', 'United States of America']",tt0454876,79
363088,Ant-Man and the Wasp,2018-07-04,140000000,622674139,Action,6.955,12161,['United States of America'],tt5095030,70
363088,Ant-Man and the Wasp,2018-07-04,140000000,622674139,Adventure,6.955,12161,['United States of America'],tt5095030,70
363088,Ant-Man and the Wasp,2018-07-04,140000000,622674139,Science Fiction,6.955,12161,['United States of America'],tt5095030,70
274870,Passengers,2016-12-21,110000000,303144152,Drama,6.929,12162,['United States of America'],tt1355644,41
274870,Passengers,2016-12-21,110000000,303144152,Romance,6.929,12162,['United States of America'],tt1355644,41
274870,Passengers,2016-12-21,110000000,303144152,Science Fiction,6.929,12162,['United States of America'],tt1355644,41
264660,Ex Machina,2015-01-21,15000000,36869414,Drama,7.569,12080,"['United Kingdom', 'United States of America']",tt0470752,78
264660,Ex Machina,2015-01-21,15000000,36869414,Science Fiction,7.569,12080,"['United Kingdom', 'United States of America']",tt0470752,78
141052,Justice League,2017-11-15,300000000,657926987,Action,6.105,12014,['United States of America'],tt0974015,45
141052,Justice League,2017-11-15,300000000,657926987,Adventure,6.105,12014,['United States of America'],tt0974015,45
141052,Justice League,2017-11-15,300000000,657926987,Science Fiction,6.105,12014,['United States of America'],tt0974015,45
102382,The Amazing Spider-Man 2,2014-04-16,200000000,708962323,Action,6.489,11972,['United States of America'],tt1872181,53
102382,The Amazing Spider-Man 2,2014-04-16,200000000,708962323,Adventure,6.489,11972,['United States of America'],tt1872181,53
102382,The Amazing Spider-Man 2,2014-04-16,200000000,708962323,Fantasy,6.489,11972,['United States of America'],tt1872181,53
57158,The Hobbit: The Desolation of Smaug,2013-12-11,250000000,958400000,Fantasy,7.573,11970,"['New Zealand', 'United States of America']",tt1170358,66
57158,The Hobbit: The Desolation of Smaug,2013-12-11,250000000,958400000,Adventure,7.573,11970,"['New Zealand', 'United States of America']",tt1170358,66
57158,The Hobbit: The Desolation of Smaug,2013-12-11,250000000,958400000,Action,7.573,11970,"['New Zealand', 'United States of America']",tt1170358,66
425,Ice Age,2002-03-10,59000000,383257136,Animation,7.342,11965,['United States of America'],tt0268380,61
425,Ice Age,2002-03-10,59000000,383257136,Comedy,7.342,11965,['United States of America'],tt0268380,61
425,Ice Age,2002-03-10,59000000,383257136,Family,7.342,11965,['United States of America'],tt0268380,61
425,Ice Age,2002-03-10,59000000,383257136,Adventure,7.342,11965,['United States of America'],tt0268380,61
246655,X-Men: Apocalypse,2016-05-18,178000000,543934787,Action,6.514,11964,['United States of America'],tt3385516,52
246655,X-Men: Apocalypse,2016-05-18,178000000,543934787,Adventure,6.514,11964,['United States of America'],tt3385516,52
246655,X-Men: Apocalypse,2016-05-18,178000000,543934787,Science Fiction,6.514,11964,['United States of America'],tt3385516,52
246655,X-Men: Apocalypse,2016-05-18,178000000,543934787,Fantasy,6.514,11964,['United States of America'],tt3385516,52
1894,Star Wars: Episode II - Attack of the Clones,2002-05-15,120000000,649398328,Adventure,6.55,11963,['United States of America'],tt0121765,54
1894,Star Wars: Episode II - Attack of the Clones,2002-05-15,120000000,649398328,Action,6.55,11963,['United States of America'],tt0121765,54
1894,Star Wars: Episode II - Attack of the Clones,2002-05-15,120000000,649398328,Science Fiction,6.55,11963,['United States of America'],tt0121765,54
194662,Birdman or (The Unexpected Virtue of Ignorance),2014-10-17,18000000,103215094,Drama,7.47,11924,['United States of America'],tt2562232,87
194662,Birdman or (The Unexpected Virtue of Ignorance),2014-10-17,18000000,103215094,Comedy,7.47,11924,['United States of America'],tt2562232,87
157350,Divergent,2014-03-14,85000000,288747895,Action,6.921,11900,['United States of America'],tt1840309,48
157350,Divergent,2014-03-14,85000000,288747895,Adventure,6.921,11900,['United States of America'],tt1840309,48
157350,Divergent,2014-03-14,85000000,288747895,Science Fiction,6.921,11900,['United States of America'],tt1840309,48
637,Life Is Beautiful,1997-12-20,20000000,230098753,Comedy,8.454,11881,['Italy'],tt0118799,59
637,Life Is Beautiful,1997-12-20,20000000,230098753,Drama,8.454,11881,['Italy'],tt0118799,59
335984,Blade Runner 2049,2017-10-04,150000000,259239658,Science Fiction,7.533,11843,"['Canada', 'Hungary', 'Mexico', 'Spain', 'United Kingdom', 'United States of America']",tt1856101,81
335984,Blade Runner 2049,2017-10-04,150000000,259239658,Drama,7.533,11843,"['Canada', 'Hungary', 'Mexico', 'Spain', 'United Kingdom', 'United States of America']",tt1856101,81
190859,American Sniper,2014-12-25,58800000,542307423,War,7.433,11837,['United States of America'],tt2179136,72
190859,American Sniper,2014-12-25,58800000,542307423,Action,7.433,11837,['United States of America'],tt2179136,72
466272,Once Upon a Time… in Hollywood,2019-07-24,95000000,374251247,Comedy,7.435,11794,"['China', 'United Kingdom', 'United States of America']",tt7131622,83
466272,Once Upon a Time… in Hollywood,2019-07-24,95000000,374251247,Drama,7.435,11794,"['China', 'United Kingdom', 'United States of America']",tt7131622,83
466272,Once Upon a Time… in Hollywood,2019-07-24,95000000,374251247,Thriller,7.435,11794,"['China', 'United Kingdom', 'United States of America']",tt7131622,83
260513,Incredibles 2,2018-06-14,200000000,1242805359,Action,7.486,11771,['United States of America'],tt3606756,80
260513,Incredibles 2,2018-06-14,200000000,1242805359,Adventure,7.486,11771,['United States of America'],tt3606756,80
260513,Incredibles 2,2018-06-14,200000000,1242805359,Animation,7.486,11771,['United States of America'],tt3606756,80
260513,Incredibles 2,2018-06-14,200000000,1242805359,Family,7.486,11771,['United States of America'],tt3606756,80
10191,How to Train Your Dragon,2010-03-18,165000000,494879471,Fantasy,7.807,11772,['United States of America'],tt0892769,75
10191,How to Train Your Dragon,2010-03-18,165000000,494879471,Adventure,7.807,11772,['United States of America'],tt0892769,75
10191,How to Train Your Dragon,2010-03-18,165000000,494879471,Animation,7.807,11772,['United States of America'],tt0892769,75
10191,How to Train Your Dragon,2010-03-18,165000000,494879471,Family,7.807,11772,['United States of America'],tt0892769,75
162,Edward Scissorhands,1990-12-05,20000000,53000000,Fantasy,7.717,11761,['United States of America'],tt0099487,74
162,Edward Scissorhands,1990-12-05,20000000,53000000,Drama,7.717,11761,['United States of America'],tt0099487,74
162,Edward Scissorhands,1990-12-05,20000000,53000000,Romance,7.717,11761,['United States of America'],tt0099487,74
49538,X-Men: First Class,2011-06-01,160000000,353624124,Action,7.293,11723,['United States of America'],tt1270798,65
49538,X-Men: First Class,2011-06-01,160000000,353624124,Science Fiction,7.293,11723,['United States of America'],tt1270798,65
49538,X-Men: First Class,2011-06-01,160000000,353624124,Adventure,7.293,11723,['United States of America'],tt1270798,65
185,A Clockwork Orange,1971-12-19,2200000,26589000,Science Fiction,8.218,11594,"['United Kingdom', 'United States of America']",tt0066921,77
185,A Clockwork Orange,1971-12-19,2200000,26589000,Drama,8.218,11594,"['United Kingdom', 'United States of America']",tt0066921,77
4922,The Curious Case of Benjamin Button,2008-12-25,150000000,335802786,Drama,7.577,11565,['United States of America'],tt0421715,70
4922,The Curious Case of Benjamin Button,2008-12-25,150000000,335802786,Fantasy,7.577,11565,['United States of America'],tt0421715,70
4922,The Curious Case of Benjamin Button,2008-12-25,150000000,335802786,Romance,7.577,11565,['United States of America'],tt0421715,70
324552,John Wick: Chapter 2,2017-02-08,40000000,171539887,Action,7.315,11496,['United States of America'],tt4425200,75
324552,John Wick: Chapter 2,2017-02-08,40000000,171539887,Thriller,7.315,11496,['United States of America'],tt4425200,75
324552,John Wick: Chapter 2,2017-02-08,40000000,171539887,Crime,7.315,11496,['United States of America'],tt4425200,75
165,Back to the Future Part II,1989-11-22,40000000,332000000,Adventure,7.752,11481,['United States of America'],tt0096874,57
165,Back to the Future Part II,1989-11-22,40000000,332000000,Comedy,7.752,11481,['United States of America'],tt0096874,57
165,Back to the Future Part II,1989-11-22,40000000,332000000,Science Fiction,7.752,11481,['United States of America'],tt0096874,57
218,The Terminator,1984-10-26,6400000,78371200,Action,7.641,11468,"['United Kingdom', 'United States of America']",tt0088247,84
218,The Terminator,1984-10-26,6400000,78371200,Thriller,7.641,11468,"['United Kingdom', 'United States of America']",tt0088247,84
218,The Terminator,1984-10-26,6400000,78371200,Science Fiction,7.641,11468,"['United Kingdom', 'United States of America']",tt0088247,84
64690,Drive,2011-09-15,15000000,78054825,Drama,7.566,11345,['United States of America'],tt0780504,78
64690,Drive,2011-09-15,15000000,78054825,Thriller,7.566,11345,['United States of America'],tt0780504,78
64690,Drive,2011-09-15,15000000,78054825,Crime,7.566,11345,['United States of America'],tt0780504,78
280,Terminator 2: Judgment Day,1991-07-03,102000000,520000000,Action,8.097,11314,"['France', 'United States of America']",tt0103064,75
280,Terminator 2: Judgment Day,1991-07-03,102000000,520000000,Thriller,8.097,11314,"['France', 'United States of America']",tt0103064,75
280,Terminator 2: Judgment Day,1991-07-03,102000000,520000000,Science Fiction,8.097,11314,"['France', 'United States of America']",tt0103064,75
82690,Wreck-It Ralph,2012-11-01,165000000,471222889,Family,7.324,11291,['United States of America'],tt1772341,72
82690,Wreck-It Ralph,2012-11-01,165000000,471222889,Animation,7.324,11291,['United States of America'],tt1772341,72
82690,Wreck-It Ralph,2012-11-01,165000000,471222889,Comedy,7.324,11291,['United States of America'],tt1772341,72
82690,Wreck-It Ralph,2012-11-01,165000000,471222889,Adventure,7.324,11291,['United States of America'],tt1772341,72
68726,Pacific Rim,2013-07-11,180000000,411002906,Action,6.866,11291,['United States of America'],tt1663662,65
68726,Pacific Rim,2013-07-11,180000000,411002906,Science Fiction,6.866,11291,['United States of America'],tt1663662,65
68726,Pacific Rim,2013-07-11,180000000,411002906,Adventure,6.866,11291,['United States of America'],tt1663662,65
399055,The Shape of Water,2017-12-01,19500000,195333312,Drama,7.249,11282,['United States of America'],tt5580390,87
399055,The Shape of Water,2017-12-01,19500000,195333312,Fantasy,7.249,11282,['United States of America'],tt5580390,87
399055,The Shape of Water,2017-12-01,19500000,195333312,Romance,7.249,11282,['United States of America'],tt5580390,87
