movie_id,title,release_date,budget,revenue,genres,vote_average,vote_count,country,imdb_id,metacritic_score
333339,Ready Player One,2018-03-28,175000000,607274134,Science Fiction,7.611,14027,['United States of America'],tt1677720,64
333339,Ready Player One,2018-03-28,175000000,607274134,Adventure,7.611,14027,['United States of America'],tt1677720,64
333339,Ready Player One,2018-03-28,175000000,607274134,Action,7.611,14027,['United States of America'],tt1677720,64
429617,Spider-Man: Far From Home,2019-06-28,160000000,1131927996,Action,7.459,13996,['United States of America'],tt6320628,69
429617,Spider-Man: Far From Home,2019-06-28,160000000,1131927996,Adventure,7.459,13996,['United States of America'],tt6320628,69
429617,Spider-Man: Far From Home,2019-06-28,160000000,1131927996,Science Fiction,7.459,13996,['United States of America'],tt6320628,69
49521,Man of Steel,2013-06-12,225000000,668045518,Action,6.606,13987,"['United Kingdom', 'United States of America']",tt0770828,55
49521,Man of Steel,2013-06-12,225000000,668045518,Adventure,6.606,13987,"['United Kingdom', 'United States of America']",tt0770828,55
49521,Man of Steel,2013-06-12,225000000,668045518,Science Fiction,6.606,13987,"['United Kingdom', 'United States of America']",tt0770828,55
181808,Star Wars: The Last Jedi,2017-12-13,200000000,1332698830,Adventure,6.837,13969,['United States of America'],tt2527336,84
181808,Star Wars: The Last Jedi,2017-12-13,200000000,1332698830,Action,6.837,13969,['United States of America'],tt2527336,84
181808,Star Wars: The Last Jedi,2017-12-13,200000000,1332698830,Science Fiction,6.837,13969,['United States of America'],tt2527336,84
20352,Despicable Me,2010-07-08,69000000,533679475,Family,7.224,13910,['United States of America'],tt1323594,72
20352,Despicable Me,2010-07-08,69000000,533679475,Animation,7.224,13910,['United States of America'],tt1323594,72
20352,Despicable Me,2010-07-08,69000000,533679475,Comedy,7.224,13910,['United States of America'],tt1323594,72
20352,Despicable Me,2010-07-08,69000000,533679475,Crime,7.224,13910,['United States of America'],tt1323594,72
640,Catch Me If You Can,2002-12-16,52000000,352114312,Drama,7.966,13893,['United States of America'],tt0264464,75
640,Catch Me If You Can,2002-12-16,52000000,352114312,Crime,7.966,13893,['United States of America'],tt0264464,75
558,Spider-Man 2,2004-06-25,200000000,783766341,Action,7.242,13671,['United States of America'],tt0316654,83
558,Spider-Man 2,2004-06-25,200000000,783766341,Adventure,7.242,13671,['United States of America'],tt0316654,83
558,Spider-Man 2,2004-06-25,200000000,783766341,Fantasy,7.242,13671,['United States of America'],tt0316654,83
118,Charlie and the Chocolate Factory,2005-07-13,150000000,474968763,Adventure,7.038,13606,"['United Kingdom', 'United States of America']",tt0367594,72
118,Charlie and the Chocolate Factory,2005-07-13,150000000,474968763,Comedy,7.038,13606,"['United Kingdom', 'United States of America']",tt0367594,72
118,Charlie and the Chocolate Factory,2005-07-13,150000000,474968763,Family,7.038,13606,"['United Kingdom', 'United States of America']",tt0367594,72
118,Charlie and the Chocolate Factory,2005-07-13,150000000,474968763,Fantasy,7.038,13606,"['United Kingdom', 'United States of America']",tt0367594,72
244786,Whiplash,2014-10-10,3300000,13092000,Drama,8.377,13443,['United States of America'],tt2582802,89
244786,Whiplash,2014-10-10,3300000,13092000,Music,8.377,13443,['United States of America'],tt2582802,89
10193,Toy Story 3,2010-06-16,200000000,1066969703,Animation,7.792,13437,['United States of America'],tt0435761,92
10193,Toy Story 3,2010-06-16,200000000,1066969703,Family,7.792,13437,['United States of America'],tt0435761,92
